33814,Ao Oni The Animation,4.88,TV,Game
2146,Canary,4.88,OVA,Visualnovel
705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,4.88,Movie,Unknown
1102,Urda,4.87,ONA,Unknown
33690,Nazotokine,4.86,TV,Original
5020,Zettai Shougeki: Platonic Heart,4.83,OVA,Original
7882,Ramen Tenshi Pretty Menma,4.82,Special,Unknown
28981,Ame-iro Cocoa,4.8,TV,Digitalmanga
31633,Sushi Police,4.8,TV,Original
1765,Vampire Sensou,4.76,OVA,Unknown
16692,Jigoku Youchien,4.73,ONA,Unknown
31578,JK Meshi!,4.71,TV,Original
11691,Bloody Date,4.66,ONA,Unknown
788,Eiken: Eikenbu yori Ai wo Komete,4.65,OVA,Manga
32467,Under the Dog: Anthea-chan,4.62,ONA,Original
2475,6 Angels,4.59,ONA,Unknown
6535,Ai,4.54,Movie,Original
32906,Bishoujo Yuugi Unit Crane Game Girls,4.54,TV,Original
7897,Issho ni Sleeping: Sleeping with Hinako,4.54,OVA,Original
11687,Pussycat,4.49,ONA,Unknown
1647,Kakugo no Susume,4.49,OVA,Manga
9056,Agitated Screams of Maggots,4.45,Music,Unknown
33021,Ragnastrike Angels,4.42,TV,Game
1585,Spectral Force,4.36,OVA,Unknown
2250,Roots Search: Shokushin Buttai X,4.34,OVA,Original
1966,Ankoku Shinwa,4.31,OVA,Unknown
1812,Hanoka,4.27,TV,Unknown
11869,Bloody Night,4.26,ONA,Unknown
20811,Maid of the Dead,4.26,ONA,Unknown
3801,Yami no Teio: Kyuuketsuki Dracula,4.24,Special,Unknown
4531,Dark Cat,4.04,OVA,Unknown
1657,Byston Well Monogatari: Garzey no Tsubasa,3.99,OVA,Unknown
2776,Generation of Chaos,3.98,OVA,Unknown
16436,Tenshi no Drop,3.96,Special,Webmanga
33394,Mahou Shoujo? Naria☆Girls,3.91,TV,Original
22377,Wonder Momo,3.9,ONA,Game
16606,C.L.A.Y.,3.84,ONA,Unknown
6950,Aos,3.83,Movie,Original
19315,Pupa,3.82,TV,Manga
16604,Pinky,3.71,ONA,Unknown
11689,CCW: Crazy Clay Wrestling,3.68,ONA,Unknown
11915,Within the Bloody Woods,3.65,ONA,Unknown
28929,Vampire Holmes,3.63,TV,Game
16610,No Littering,3.62,ONA,Unknown
2792,Panzer Dragoon,3.47,OVA,Game
11883,Nendo no Tatakai 2,3.46,ONA,Unknown
11897,Nendo no Tatakai,3.36,ONA,Unknown
1345,Soujuu Senshi Psychic Wars,3.32,OVA,Unknown
5877,Abunai Sisters: Koko &amp; Mika,2.95,OVA,Original
16608,Shitcom,2.93,ONA,Original
6953,Ningen Doubutsuen,2.78,Movie,Original
29949,Nami,2.67,Movie,Original
413,Hametsu no Mars,2.37,OVA,Visualnovel
13405,Utsu Musume Sayuri,2.14,OVA,Original
3287,Tenkuu Danzai Skelter+Heaven,2.0,OVA,Game
31485,Aikatsu Stars! Movie,7.0,Movie,Original
30617,Animegatari,5.36,Movie,Original
33566,Baki,8.27,OVA,Manga
33712,Bikini Warriors OVA,5.33,OVA,Other
33950,Black Clover,8.6,Special,Manga
33728,Chain Chronicle: Haecceitas no Hikari Part 1,6.67,Movie,Game
30818,City Hunter: Ryou no Propose,6.8,OVA,Manga
10845,Manyuu Hikenchou Specials,6.23,Special,Manga
10920,Seikon no Qwaser II Picture Drama,6.19,Special,Unknown
9232,Yebisu Celebrities 1st,6.08,OVA,Manga
1496,Fushigi no Kuni no Miyuki-chan,6.0,OVA,Manga
12239,Manyuu Hikenchou Picture Drama,5.85,Special,Unknown
997,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,7.76,Movie,Manga
10573,Prince of Tennis: Another Story II - Ano Toki no Bokura,7.71,OVA,Unknown
15061,Aikatsu!,7.69,TV,Original
4188,Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,7.68,OVA,Manga
25687,Digimon Adventure tri. 1: Saikai,7.66,Movie,Original
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,7.62,Movie,Manga
9979,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,7.61,Movie,Original
10862,Prince of Tennis: Pairpuri,7.46,Special,Unknown
5753,Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,7.41,Movie,Original
32174,The iDOLM@STER Cinderella Girls: Anytime,Anywhere with Cinderella.,7.41,Special,Game
2398,Digimon Adventure 02: Diablomon no Gyakushuu,7.4,Movie,Original
30344,The iDOLM@STER Cinderella Girls 2nd Season,7.38,TV,Game
8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,7.28,Movie,Original
30358,Turnover,5.92,ONA,Unknown
16319,Asako Get You!!,5.91,OVA,Unknown
1664,Babel Nisei (2001),5.91,TV,Manga
6787,Goulart Knights: Evoked the Beginning Black,5.91,OVA,Original
1989,Shizuku,5.91,Movie,Original
2727,Sweet Valerian,5.91,TV,Original
1973,X Densha de Ikou,5.91,OVA,Unknown
11735,Coluboccoro,5.89,OVA,Unknown
983,Cosplay Complex: Extra Identification,5.9,OVA,Unknown
1927,Gakuen Tokusou Hikaruon,5.9,OVA,Original
28439,Hatsune Miku x Tetsuya Nomura,5.9,Special,Unknown
27503,Karen Senki,5.9,ONA,Original
2525,Kekkou Kamen,5.9,OVA,Manga
8619,Ladies versus Butlers! Tokuten Disc Music Clip,5.9,Special,Lightnovel
26085,Military!,5.91,TV,4-komamanga
5270,All That Gundam,5.89,Special,Unknown
33746,Anitore! XX,5.89,TV,Original
30382,Aquarion Logos,5.89,TV,Original
4540,Gundam: Mission to the Rise,5.89,Special,Unknown
2308,Lime-iro Ryuukitan X,5.89,TV,Visualnovel
574,Rean no Tsubasa,5.89,ONA,Novel
32454,Usakame,5.89,TV,Manga
31710,Divine Gate,5.88,TV,Game
8526,Honey Tokyo,5.88,ONA,Unknown
19185,HORIZON feat. Hatsune Miku,5.88,Music,Unknown
1775,Jikuu Tenshou Nazca,5.88,TV,Manga
15391,Kagaku na Yatsura,5.88,OVA,Manga
13373,Kyoto Animation: Hana-hen,5.88,Special,Original
1743,Super Milk-chan,5.88,TV,Unknown
7248,Top wo Nerae! Gunbuster Specials,5.88,Special,Original
1692,_Summer,5.88,OVA,Visualnovel
1586,Aoi Umi no Tristia,5.87,OVA,Visualnovel
4908,Bihada Ichizoku,5.87,TV,Unknown
8231,Princess Lover!: Magical Knight Maria-chan,5.87,Special,Unknown
12907,Sekiei Ayakashi Mangatan,5.87,ONA,Unknown
21773,Sugar*Soldier,5.87,Special,Unknown
30091,Chaos Dragon: Sekiryuu Seneki,5.86,TV,Game
33771,Cheating Craft,5.86,TV,Novel
23259,Gundam: G no Reconguista,5.86,TV,Original
2278,Mahou Yuugi 3D,5.86,OVA,Original
3328,School Days: Magical Heart Kokoro-chan,5.86,OVA,Unknown
21009,Sekai de Ichiban Tsuyoku Naritai! Specials,5.86,Special,Unknown
6607,Superflat First Love,5.86,Special,Unknown
3430,Blame! Prologue,5.85,OVA,Manga
17267,Futari wa Milky Holmes,5.85,TV,Cardgame
10958,High Score,5.85,TV,4-komamanga
1271,Kyoukasho ni Nai!,5.85,OVA,Manga
21421,Mahou Shoujo Taisen,5.85,TV,Other
3736,Parappa the Rapper,5.85,TV,Unknown
3821,Portable Kuukou,5.85,Music,Music
1766,Youseiki Suikoden,5.85,OVA,Lightnovel
16169,Choboraunyopomi Gekijou Ai Mai Mii,5.83,TV,4-komamanga
31157,ClassicaLoid,5.84,TV,Original
15127,Sakura Taisen: Kanadegumi,5.84,OVA,Unknown
4718,AIKa: Special Trial,5.83,Special,Unknown
281,Akane Maniax,5.83,OVA,Visualnovel
3625,Battle Royal High School,5.83,OVA,Unknown
13249,Lupin VIII,5.83,Special,Unknown
21427,Minna Atsumare! Falcom Gakuen,5.83,TV,Unknown
31549,Peeping Life TV: Season 1??,5.83,TV,Unknown
21771,Romantica Clock,5.83,Special,Unknown
4147,Doggy Poo,5.82,Movie,Picturebook
21821,Fuuun Ishin Dai☆Shogun,5.82,TV,Original
13309,Kyoto Animation: Hoshi-hen,5.82,Special,Original
33274,Onara Gorou,5.82,TV,Original
13427,PES: Peace Eco Smile,5.82,ONA,Unknown
611,Platonic Chain,5.82,TV,Novel
1183,Variable Geo,5.82,OVA,Unknown
1442,Alexander Senki,5.81,TV,Unknown
16936,Boku no Imouto wa &quot;Osaka Okan&quot;: Haishin Gentei Osaka Okan.,5.81,ONA,Original
695,Canvas: Sepia-iro no Motif,5.81,OVA,Visualnovel
17513,Diabolik Lovers,5.81,TV,Visualnovel
25943,Hacka Doll,5.81,Special,Other
1831,Iczer-Girl Iczelion,5.81,OVA,Original
1058,Kidou Shinsengumi Moeyo Ken,5.81,OVA,Game
625,Moekan The Animation,5.81,OVA,Visualnovel
619,Ninja Ryuukenden,5.81,OVA,Unknown
2767,Taneyamagahara no Yoru,5.81,Movie,Other
1411,VS Knight Lamune &amp; 40 Fresh,5.81,OVA,Original
21267,Go! Go! 575,5.8,TV,Unknown
32438,Mayoiga,5.8,TV,Original
10520,Nurse Witch Komugi-chan Magikarte Z Special,5.8,Special,Original
10735,Planetes Picture Drama,5.8,Special,Unknown
19469,Saiki Kusuo no Ψ-nan,5.81,ONA,Manga
32595,Seisen Cerberus: Ryuukoku no Fatalités,5.8,TV,Game
1342,Violence Jack: Jigoku Gai-hen,5.8,OVA,Unknown
5053,Ai City,5.79,Movie,Original
7453,AIKa Zero Picture Drama,5.79,Special,Unknown
4458,Bavel no Hon,5.79,Special,Unknown
3684,Dimension Loop,5.79,OVA,Original
32608,Endride,5.79,TV,Original
9741,Nana to Kaoru,5.79,OVA,Unknown
816,Nanako Kaitai Shinsho,5.79,OVA,Unknown
991,Usagi-chan de Cue!!,5.79,OVA,Unknown
11661,Robo to Shoujo (Kari),5.78,ONA,Unknown
13141,Shibainuko-san,5.78,TV,Manga
19945,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,5.78,Special,Manga
3127,California Crisis: Tsuigeki no Juuka,5.77,OVA,Original
4042,Hanappe Bazooka,5.77,OVA,Manga
33011,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,5.99,ONA,Original
10391,Kuragehime: Soreike! Amars Tankentai,5.77,Special,Manga
32191,Okitegami Kyouko no Bibouroku x Monogatari,5.77,ONA,Lightnovel
4939,Macross Fufonfia,5.76,ONA,Unknown
3886,Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,5.76,Movie,Game
5624,Biohazard 4D-Executer,5.75,Special,Game
1811,Bounty Dog: Getsumen no Ibu,5.75,OVA,Original
19137,EDEN,5.75,Music,Unknown
6305,Life no Color,5.75,Movie,Unknown
1611,Galerians: Rion,5.74,OVA,Unknown
28077,Go! Go! 575: Meippai ni,Hajiketeru?,5.74,Special,Unknown
1759,Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,5.74,OVA,Unknown
1622,Kai Doh Maru,5.73,OVA,Original
17811,Kyoto Animation: Hassou-hen,5.73,Special,Original
24011,Lance N&#039; Masques,5.73,TV,Lightnovel
23835,Moonrakers,5.73,ONA,Manga
354,UG☆Ultimate Girls,5.73,TV,Unknown
15893,Crash!,5.7,Special,Manga
13259,Kyoto Animation: Ajisai-hen,5.72,Special,Original
2780,Kyoufu no Bio Ningen Saishuu Kyoushi,5.72,OVA,Unknown
2053,Capricorn,5.71,OVA,Manga
10417,Gyo,5.71,OVA,Manga
5051,Macross XX,5.71,Special,Original
1027,Psychic Force,5.71,OVA,Game
1338,Shin Megami Tensei: Tokyo Mokushiroku,5.71,OVA,Manga
12501,Ai Mai! Moe Can Change!,5.7,OVA,Game
31904,Big Order (TV),5.7,TV,Manga
25271,Shinano Mainichi Shinbun,5.71,Special,Unknown
2453,Dennou Sentai Voogie&#039;s★Angel,5.69,OVA,Unknown
1160,Gundress,5.69,Movie,Unknown
34013,Hagane Orchestra,5.69,TV,Game
20329,Koroshiya-san: The Hired Gun,5.69,TV,4-komamanga
22225,Momo Kyun Sword,5.69,TV,Lightnovel
2384,Yakusai Kochou,5.69,OVA,Manga
8626,Good Morning,5.68,Music,Music
2524,Jungle de Ikou!,5.68,OVA,Original
4398,Kuro Nyago,5.68,Movie,Original
8297,Planzet,5.68,Movie,Original
2779,Sotsugyou M: Ore-tachi no Carnival,5.68,OVA,Manga
1343,Violence Jack: Hell&#039;s Wind-hen,5.68,OVA,Unknown
